feature,importance
BRL_mom_x_vix,0.0525110315680106
CAD_ma_50,0.049613192098955414
BRL_vol_63d,0.04225890839059643
CAD_ma_20,0.03718069783676989
BRL_ma_200,0.032728763631792425
CHF_dxy_beta,0.02622339337945567
CHF_mom_12m,0.02414481774133483
BRL_ma_50,0.023534034838712338
CAD_vol_63d,0.02098521814734512
JPY_dxy_beta,0.020599292997395782
GBP_vol_126d,0.018623395226183524
CHF_price_vs_ma200,0.01605104472075002
EUR_price_vs_ma200,0.015577133024804844
CHF_ma_20,0.014896273762102945
EUR_ma_20,0.01289713957018594
EUR_vol_126d,0.011917755239651447
MXN_ma_200,0.010833663438382752
AUD_ma_50,0.01028510020469827
BRL_vol_ratio,0.00964042561780975
CAD_ma_200,0.00935833992921598
CAD_dxy_beta,0.00799649003461025
BRL_vol_of_vol,0.007821466458113258
gdp_growth,0.007708815086018621
CAD_carry_x_mom,0.007454061003747728
EUR_ma_50,0.0073531773232867435
EUR_mom_6m_vol_adj,0.007227371180179006
JPY_vol_ratio,0.0070019399517662175
JPY_mom_12_1,0.006838622822318032
MXN_vol_ratio,0.006817219835492782
GBP_dxy_beta,0.0068035239396223406
JPY_ma_20,0.00679161620900085
inflation,0.006780333881855489
GBP_mom_12m,0.006661752600405324
CHF_carry_x_mom,0.006566658379372012
EUR_mom_1m_vol_adj,0.006409702513087396
GBP_mom_x_vix,0.006297949478647052
MXN_mom_6m_vol_adj,0.006235759336486026
EUR_rsi,0.006230922766161812
GBP_ma_50,0.006120846628519772
CHF_mom_1m,0.005584391345868147
JPY_ma_200,0.005519922745875626
JPY_vol_126d,0.005475872493087726
AUD_carry_x_vol,0.005311216673856616
GBP_ma_20,0.005201159361788304
CHF_vol_126d,0.005074557517947269
EUR_carry_x_mom,0.004838200877131401
GBP_mom_6m_vol_adj,0.00477481041920089
AUD_vol_21d,0.004617982525863769
JPY_vol_21d,0.004603211527175475
GBP_carry_x_mom,0.004503311548250329
dxy,0.004497235402839668
CHF_ma_200,0.0044875804331652655
GBP_downside_vol,0.004387886334846689
EUR_vol_ratio,0.0042813847276643125
MXN_price_vs_ma200,0.004187422180585421
GBP_ma_200,0.004128729660133404
BRL_vol_126d,0.0040805326318508785
JPY_mom_3m,0.004034163821331015
CHF_mom_3m,0.004022392956306259
EUR_downside_vol,0.003986212867889787
CHF_vol_21d,0.003982782323889309
MXN_ma_50,0.0038653075365592373
MXN_mom_6m,0.003826319012777714
CAD_carry_rank,0.0038082279766148484
EUR_ma_200,0.0038063102921481596
CHF_vol_of_vol,0.0037473482330386905
CHF_mom_6m_vol_adj,0.003728739061440064
CHF_carry_rank,0.0037210836475505883
GBP_vol_ratio,0.003614214664401308
MXN_vol_126d,0.003603532175005656
EUR_vol_of_vol,0.003557282865325489
AUD_ma_20,0.003556946026610701
MXN_carry_x_vol,0.0034863756264093327
EUR_mom_3m_vol_adj,0.0034219757384082623
MXN_downside_vol,0.003421480890036786
EUR_dxy_beta,0.003408820733765855
GBP_mom_6m,0.003302615237451884
CAD_downside_vol,0.0032586972399728624
CHF_carry_x_vol,0.0032443208326501088
EUR_vol_63d,0.0032427977851959672
JPY_downside_vol,0.003217524480459693
vix_zscore,0.0031844485848885203
EUR_mom_1m,0.0031528536119391827
EUR_mom_12m_vol_adj,0.0031511834587594732
GBP_price_vs_ma200,0.003074263868339003
AUD_dxy_beta,0.003026602564347469
equity_drawdown,0.0029723364767604288
BRL_downside_vol,0.0029340526118922555
BRL_mom_1m_vol_adj,0.002916710247969305
CAD_vol_ratio,0.0028930353289825317
JPY_ma_50,0.002791314811761076
AUD_rsi,0.0027887255059249523
CHF_vol_ratio,0.002786561693981657
BRL_vol_21d,0.002761749091504821
CHF_mom_3m_vol_adj,0.00274957137372067
CHF_vol_63d,0.002718234238210909
AUD_carry_zscore,0.0027105869083450373
GBP_vol_of_vol,0.00269492495891254
