DAY_DATE,DIRECTION,SPX_TR,,
3/3/03,FWD,-0.0154,,
3/4/03,FWD,0.0099,,
3/5/03,FWD,-0.0093,,
3/6/03,FWD,0.0083,,
3/7/03,FWD,-0.0258,,
3/10/03,FWD,-0.0083,,
3/11/03,FWD,0.0047,,
3/12/03,FWD,0.0345,,
3/13/03,FWD,0.0017,,
3/14/03,FWD,0.0355,,
3/17/03,FWD,0.0043,,
3/18/03,FWD,0.0088,,
3/19/03,FWD,0.0019,,
3/20/03,FWD,0.023,,
3/21/03,FWD,-0.0352,,
3/24/03,FWD,0.0122,,
3/25/03,FWD,-0.0054,,
3/26/03,FWD,-0.0015,,
3/27/03,FWD,-0.0058,,
3/28/03,FWD,-0.0177,,
3/31/03,FWD,0.0121,,
4/1/03,FWD,0.0263,,
4/2/03,FWD,-0.005,,
4/3/03,FWD,0.0027,,
4/4/03,FWD,0.0013,,
4/7/03,FWD,-0.0015,,
4/8/03,FWD,-0.0139,,
4/9/03,FWD,0.0065,,
4/10/03,FWD,-0.0037,,
4/11/03,FWD,0.0195,,
4/14/03,FWD,0.0064,,
4/15/03,FWD,-0.0122,,
4/16/03,FWD,0.0155,,
4/17/03,FWD,-0.0018,,
4/21/03,FWD,0.0217,,
4/22/03,FWD,0.0084,,
4/23/03,FWD,-0.0083,,
4/24/03,FWD,-0.0138,,
4/25/03,FWD,0.018,,
4/28/03,FWD,0.0033,,
4/29/03,FWD,-0.0009,,
4/30/03,FWD,-0.0005,,
5/1/03,FWD,0.0151,,
5/2/03,FWD,-0.0038,,
5/5/03,FWD,0.0085,,
5/6/03,FWD,-0.0049,,
5/7/03,FWD,-0.01,,
5/8/03,FWD,0.0145,,
5/9/03,FWD,0.0126,,
5/12/03,FWD,-0.0028,,
5/13/03,FWD,-0.0029,,
5/14/03,FWD,0.008,,
5/15/03,FWD,-0.0024,,
5/16/03,FWD,-0.0249,,
5/19/03,FWD,-0.0011,,
5/20/03,FWD,0.0041,,
5/21/03,FWD,0.0092,,
5/22/03,FWD,0.0015,,
5/23/03,FWD,0.0196,,
5/27/03,FWD,0.002,,
5/28/03,FWD,-0.0037,,
5/29/03,FWD,0.0147,,
5/30/03,FWD,0.0036,,
6/2/03,FWD,0.0047,,
6/3/03,FWD,0.0154,,
6/4/03,FWD,0.004,,
6/5/03,FWD,-0.0023,,
6/6/03,FWD,-0.012,,
6/9/03,FWD,0.0091,,
6/10/03,FWD,0.0132,,
6/11/03,FWD,0.0011,,
6/12/03,FWD,-0.0099,,
6/13/03,FWD,0.0224,,
6/16/03,FWD,0.0009,,
6/17/03,FWD,-0.0015,,
6/18/03,FWD,-0.0152,,
6/19/03,FWD,0.001,,
6/20/03,FWD,-0.0141,,
6/23/03,FWD,0.0018,,
6/24/03,FWD,-0.0083,,
6/25/03,FWD,0.0111,,
6/26/03,FWD,-0.0097,,
6/27/03,FWD,-0.0018,,
6/30/03,FWD,0.0082,,
7/1/03,FWD,0.0117,,
7/2/03,FWD,-0.0081,,
7/3/03,FWD,0.019,,
7/7/03,FWD,0.0037,,
7/8/03,FWD,-0.0055,,
7/9/03,FWD,-0.0135,,
7/10/03,FWD,0.0096,,
7/11/03,FWD,0.0057,,
7/14/03,FWD,-0.0034,,
7/15/03,FWD,-0.0063,,
7/16/03,FWD,-0.0123,,
7/17/03,FWD,0.0118,,
7/18/03,FWD,-0.0146,,
7/21/03,FWD,0.0095,,
7/22/03,FWD,0.0005,,
7/23/03,FWD,-0.0071,,
7/24/03,FWD,0.0174,,
7/25/03,FWD,-0.0022,,
7/28/03,FWD,-0.0071,,
7/29/03,FWD,-0.0017,,
7/30/03,FWD,0.0031,,
7/31/03,FWD,-0.0102,,
8/1/03,FWD,0.0027,,
8/4/03,FWD,-0.0176,,
8/5/03,FWD,0.0019,,
8/6/03,FWD,0.0073,,
8/7/03,FWD,0.0036,,
8/8/03,FWD,0.0033,,
8/11/03,FWD,0.01,,
8/12/03,FWD,-0.006,,
8/13/03,FWD,0.0066,,
8/14/03,FWD,0.0003,,
8/15/03,FWD,0.0092,,
8/18/03,FWD,0.0026,,
8/19/03,FWD,-0.002,,
8/20/03,FWD,0.003,,
8/21/03,FWD,-0.0102,,
8/22/03,FWD,0.0007,,
8/25/03,FWD,0.0031,,
8/26/03,FWD,0.0002,,
8/27/03,FWD,0.0061,,
8/28/03,FWD,0.0052,,
8/29/03,FWD,0.0139,,
9/2/03,FWD,0.0045,,
9/3/03,FWD,0.0017,,
9/4/03,FWD,-0.0064,,
9/5/03,FWD,0.0101,,
9/8/03,FWD,-0.0082,,
9/9/03,FWD,-0.0119,,
9/10/03,FWD,0.0057,,
9/11/03,FWD,0.0022,,
9/12/03,FWD,-0.0037,,
9/15/03,FWD,0.0143,,
9/16/03,FWD,-0.0032,,
9/17/03,FWD,0.0133,,
9/18/03,FWD,-0.0031,,
9/19/03,FWD,-0.013,,
9/22/03,FWD,0.0061,,
9/23/03,FWD,-0.0191,,
9/24/03,FWD,-0.0058,,
9/25/03,FWD,-0.0062,,
9/26/03,FWD,0.0098,,
9/29/03,FWD,-0.0106,,
9/30/03,FWD,0.0224,,
10/1/03,FWD,0.0021,,
10/2/03,FWD,0.0094,,
10/3/03,FWD,0.0044,,
10/6/03,FWD,0.0048,,
10/7/03,FWD,-0.0049,,
10/8/03,FWD,0.0048,,
10/9/03,FWD,-0.0006,,
10/10/03,FWD,0.007,,
10/13/03,FWD,0.0039,,
10/14/03,FWD,-0.0024,,
10/15/03,FWD,0.0032,,
10/16/03,FWD,-0.0102,,
10/17/03,FWD,0.0052,,
10/20/03,FWD,0.0013,,
10/21/03,FWD,-0.0149,,
10/22/03,FWD,0.0033,,
10/23/03,FWD,-0.0047,,
10/24/03,FWD,0.0022,,
10/27/03,FWD,0.0152,,
10/28/03,FWD,0.0014,,
10/29/03,FWD,-0.0008,,
10/30/03,FWD,0.0036,,
10/31/03,FWD,0.0079,,
11/3/03,FWD,-0.0054,,
11/4/03,FWD,-0.0012,,
11/5/03,FWD,0.006,,
11/6/03,FWD,-0.0044,,
11/7/03,FWD,-0.0057,,
11/10/03,FWD,-0.0005,,
11/11/03,FWD,0.0118,,
11/12/03,FWD,-0.0001,,
11/13/03,FWD,-0.0074,,
11/14/03,FWD,-0.0064,,
11/17/03,FWD,-0.009,,
11/18/03,FWD,0.0081,,
11/19/03,FWD,-0.0084,,
11/20/03,FWD,0.0016,,
11/21/03,FWD,0.0162,,
11/24/03,FWD,0.0018,,
11/25/03,FWD,0.0045,,
11/26/03,FWD,-0.0002,,
11/28/03,FWD,0.0113,,
12/1/03,FWD,-0.0033,,
12/2/03,FWD,-0.0015,,
12/3/03,FWD,0.0048,,
12/4/03,FWD,-0.0077,,
12/5/03,FWD,0.0074,,
12/8/03,FWD,-0.0085,,
12/9/03,FWD,-0.0009,,
12/10/03,FWD,0.0116,,
12/11/03,FWD,0.0027,,
12/12/03,FWD,-0.0056,,
12/15/03,FWD,0.0067,,
12/16/03,FWD,0.0014,,
12/17/03,FWD,0.0119,,
12/18/03,FWD,-0.0004,,
12/19/03,FWD,0.0039,,
12/22/03,FWD,0.0028,,
12/23/03,FWD,-0.0018,,
12/24/03,FWD,0.0017,,
12/26/03,FWD,0.0128,,
12/29/03,FWD,0.0003,,
12/30/03,FWD,0.0021,,
12/31/03,FWD,-0.003,,
1/2/04,FWD,0.0124,,
1/5/04,FWD,0.0013,,
1/6/04,FWD,0.0026,,
1/7/04,FWD,0.005,,
1/8/04,FWD,-0.0089,,
1/9/04,FWD,0.0048,,
1/12/04,FWD,-0.0053,,
1/13/04,FWD,0.0083,,
1/14/04,FWD,0.0014,,
1/15/04,FWD,0.0069,,
1/16/04,FWD,-0.0009,,
1/20/04,FWD,0.0078,,
1/21/04,FWD,-0.0032,,
1/22/04,FWD,-0.0021,,
1/23/04,FWD,0.0121,,
1/26/04,FWD,-0.0098,,
1/27/04,FWD,-0.0134,,
1/28/04,FWD,0.0052,,
1/29/04,FWD,-0.0026,,
1/30/04,FWD,0.0037,,
2/2/04,FWD,0.0007,,
2/3/04,FWD,-0.0082,,
2/4/04,FWD,0.0019,,
2/5/04,FWD,0.0126,,
2/6/04,FWD,-0.0024,,
2/9/04,FWD,0.005,,
2/10/04,FWD,0.011,,
2/11/04,FWD,-0.0048,,
2/12/04,FWD,-0.0054,,
2/13/04,FWD,0.0098,,
2/17/04,FWD,-0.0043,,
2/18/04,FWD,-0.0041,,
2/19/04,FWD,-0.0026,,
2/20/04,FWD,-0.0027,,
2/23/04,FWD,-0.0017,,
2/24/04,FWD,0.0042,,
2/25/04,FWD,0.0014,,
2/26/04,FWD,0,,
2/27/04,FWD,0.0097,,
3/1/04,FWD,-0.0059,,
3/2/04,FWD,0.002,,
3/3/04,FWD,0.0034,,
3/4/04,FWD,0.0017,,
3/5/04,FWD,-0.0083,,
3/8/04,FWD,-0.0058,,
3/9/04,FWD,-0.0145,,
3/10/04,FWD,-0.0149,,
3/11/04,FWD,0.0125,,
3/12/04,FWD,-0.0143,,
3/15/04,FWD,0.0056,,
3/16/04,FWD,0.0118,,
3/17/04,FWD,-0.0013,,
3/18/04,FWD,-0.0112,,
3/19/04,FWD,-0.0129,,
3/22/04,FWD,-0.0013,,
3/23/04,FWD,-0.0024,,
3/24/04,FWD,0.0164,,
3/25/04,FWD,-0.001,,
3/26/04,FWD,0.0132,,
3/29/04,FWD,0.0041,,
3/30/04,FWD,-0.0006,,
3/31/04,FWD,0.0053,,
4/1/04,FWD,0.0086,,
4/2/04,FWD,0.0077,,
4/5/04,FWD,-0.0018,,
4/6/04,FWD,-0.0066,,
4/7/04,FWD,-0.0011,,
4/8/04,FWD,0.0052,,
4/12/04,FWD,-0.0137,,
4/13/04,FWD,-0.0011,,
4/14/04,FWD,0.0006,,
4/15/04,FWD,0.0051,,
4/16/04,FWD,0.0011,,
4/19/04,FWD,-0.0156,,
4/20/04,FWD,0.0054,,
4/21/04,FWD,0.0141,,
4/22/04,FWD,0.0006,,
4/23/04,FWD,-0.0044,,
4/26/04,FWD,0.0023,,
4/27/04,FWD,-0.0136,,
4/28/04,FWD,-0.0073,,
4/29/04,FWD,-0.0059,,
4/30/04,FWD,0.0092,,
5/3/04,FWD,0.0019,,
5/4/04,FWD,0.0019,,
5/5/04,FWD,-0.0066,,
5/6/04,FWD,-0.0137,,
5/7/04,FWD,-0.0105,,
5/10/04,FWD,0.0079,,
5/11/04,FWD,0.002,,
5/12/04,FWD,-0.0007,,
5/13/04,FWD,-0.0006,,
5/14/04,FWD,-0.0105,,
5/17/04,FWD,0.0069,,
5/18/04,FWD,-0.0024,,
5/19/04,FWD,0.0005,,
5/20/04,FWD,0.004,,
5/21/04,FWD,0.0017,,
5/24/04,FWD,0.0161,,
5/25/04,FWD,0.0018,,
5/26/04,FWD,0.0058,,
5/27/04,FWD,-0.0005,,
5/28/04,FWD,0.0005,,
6/1/04,FWD,0.0037,,
6/2/04,FWD,-0.0074,,
6/3/04,FWD,0.0053,,
6/4/04,FWD,0.016,,
6/7/04,FWD,0.0016,,
6/8/04,FWD,-0.0094,,
6/9/04,FWD,0.0046,,
6/10/04,FWD,-0.0096,,
6/14/04,FWD,0.006,,
6/15/04,FWD,0.0014,,
6/16/04,FWD,-0.0013,,
6/17/04,FWD,0.0026,,
6/18/04,FWD,-0.0042,,
6/21/04,FWD,0.0037,,
6/22/04,FWD,0.0085,,
6/23/04,FWD,-0.0028,,
6/24/04,FWD,-0.0054,,
6/25/04,FWD,-0.0008,,
6/28/04,FWD,0.0025,,
6/29/04,FWD,0.0042,,
6/30/04,FWD,-0.0103,,
7/1/04,FWD,-0.0031,,
7/2/04,FWD,-0.0081,,
7/6/04,FWD,0.0021,,
7/7/04,FWD,-0.0082,,
7/8/04,FWD,0.0034,,
7/9/04,FWD,0.0014,,
7/12/04,FWD,0.0007,,
7/13/04,FWD,-0.0033,,
7/14/04,FWD,-0.0043,,
7/15/04,FWD,-0.0048,,
7/16/04,FWD,-0.0004,,
7/19/04,FWD,0.0071,,
7/20/04,FWD,-0.0133,,
7/21/04,FWD,0.0027,,
7/22/04,FWD,-0.0097,,
7/23/04,FWD,-0.002,,
7/26/04,FWD,0.0099,,
7/27/04,FWD,0.0007,,
7/28/04,FWD,0.0049,,
7/29/04,FWD,0.0012,,
7/30/04,FWD,0.0044,,
8/2/04,FWD,-0.0063,,
8/3/04,FWD,-0.0008,,
8/4/04,FWD,-0.0163,,
8/5/04,FWD,-0.0154,,
8/6/04,FWD,0.0012,,
8/9/04,FWD,0.013,,
8/10/04,FWD,-0.0025,,
8/11/04,FWD,-0.0116,,
8/12/04,FWD,0.0016,,
8/13/04,FWD,0.0137,,
8/16/04,FWD,0.0023,,
8/17/04,FWD,0.0126,,
8/18/04,FWD,-0.0036,,
8/19/04,FWD,0.0065,,
8/20/04,FWD,-0.0023,,
8/23/04,FWD,0.0005,,
8/24/04,FWD,0.0081,,
8/25/04,FWD,0.0001,,
8/26/04,FWD,0.0025,,
8/27/04,FWD,-0.0077,,
8/30/04,FWD,0.0047,,
8/31/04,FWD,0.0018,,
9/1/04,FWD,0.0112,,
9/2/04,FWD,-0.0042,,
9/3/04,FWD,0.0069,,
9/7/04,FWD,-0.0043,,
9/8/04,FWD,0.0019,,
9/9/04,FWD,0.005,,
9/10/04,FWD,0.002,,
9/13/04,FWD,0.0022,,
9/14/04,FWD,-0.007,,
9/15/04,FWD,0.0028,,
9/16/04,FWD,0.0045,,
9/17/04,FWD,-0.0056,,
9/20/04,FWD,0.0063,,
9/21/04,FWD,-0.0139,,
9/22/04,FWD,-0.0045,,
9/23/04,FWD,0.0016,,
9/24/04,FWD,-0.0059,,
9/27/04,FWD,0.0061,,
9/28/04,FWD,0.0044,,
9/29/04,FWD,-0.0002,,
9/30/04,FWD,0.0152,,
10/1/04,FWD,0.0034,,
10/4/04,FWD,-0.0006,,
10/5/04,FWD,0.007,,
10/6/04,FWD,-0.0099,,
10/7/04,FWD,-0.0075,,
10/8/04,FWD,0.002,,
10/11/04,FWD,-0.0023,,
10/12/04,FWD,-0.0072,,
10/13/04,FWD,-0.0093,,
10/14/04,FWD,0.0045,,
10/15/04,FWD,0.0053,,
10/18/04,FWD,-0.0097,,
10/19/04,FWD,0.0005,,
10/20/04,FWD,0.0026,,
10/21/04,FWD,-0.0097,,
10/22/04,FWD,-0.0008,,
10/25/04,FWD,0.0149,,
10/26/04,FWD,0.013,,
10/27/04,FWD,0.0021,,
10/28/04,FWD,0.0025,,
10/29/04,FWD,0.0003,,
11/1/04,FWD,0,,
11/2/04,FWD,0.0114,,
11/3/04,FWD,0.0162,,
11/4/04,FWD,0.0039,,
11/5/04,FWD,-0.001,,
11/8/04,FWD,-0.0003,,
11/9/04,FWD,-0.0008,,
11/10/04,FWD,0.0091,,
11/11/04,FWD,0.0092,,
11/12/04,FWD,-0.0002,,
11/15/04,FWD,-0.007,,
11/16/04,FWD,0.0057,,
11/17/04,FWD,0.0014,,
11/18/04,FWD,-0.0111,,
11/19/04,FWD,0.0059,,
11/22/04,FWD,-0.0002,,
11/23/04,FWD,0.0042,,
11/24/04,FWD,0.0009,,
11/26/04,FWD,-0.0033,,
11/29/04,FWD,-0.004,,
11/30/04,FWD,0.0153,,
12/1/04,FWD,-0.0009,,
12/2/04,FWD,0.0007,,
12/3/04,FWD,-0.0007,,
12/6/04,FWD,-0.011,,
12/7/04,FWD,0.0051,,
12/8/04,FWD,0.0055,,
12/9/04,FWD,-0.001,,
12/10/04,FWD,0.0091,,
12/13/04,FWD,0.0039,,
12/14/04,FWD,0.002,,
12/15/04,FWD,-0.002,,
12/16/04,FWD,-0.0075,,
12/17/04,FWD,0.0004,,
12/20/04,FWD,0.0091,,
12/21/04,FWD,0.0038,,
12/22/04,FWD,0.0005,,
12/23/04,FWD,-0.0043,,
12/27/04,FWD,0.0072,,
12/28/04,FWD,0.0001,,
12/29/04,FWD,0.0001,,
12/30/04,FWD,-0.0013,,
12/31/04,FWD,-0.0081,,
1/3/05,FWD,-0.0116,,
1/4/05,FWD,-0.0035,,
1/5/05,FWD,0.0037,,
1/6/05,FWD,-0.0014,,
1/7/05,FWD,0.0034,,
1/10/05,FWD,-0.006,,
1/11/05,FWD,0.0041,,
1/12/05,FWD,-0.0086,,
1/13/05,FWD,0.006,,
1/14/05,FWD,0.0097,,
1/18/05,FWD,-0.0094,,
1/19/05,FWD,-0.0078,,
1/20/05,FWD,-0.0064,,
1/21/05,FWD,-0.0035,,
1/24/05,FWD,0.004,,
1/25/05,FWD,0.0049,,
1/26/05,FWD,0.0005,,
1/27/05,FWD,-0.0026,,
1/28/05,FWD,0.0085,,
1/31/05,FWD,0.0069,,
2/1/05,FWD,0.0033,,
2/2/05,FWD,-0.0025,,
2/3/05,FWD,0.0111,,
2/4/05,FWD,-0.0011,,
2/7/05,FWD,0.0007,,
2/8/05,FWD,-0.0083,,
2/9/05,FWD,0.0042,,
2/10/05,FWD,0.0072,,
2/11/05,FWD,0.0008,,
2/14/05,FWD,0.0034,,
2/15/05,FWD,0.0003,,
2/16/05,FWD,-0.0079,,
2/17/05,FWD,0.0007,,
2/18/05,FWD,-0.0145,,
2/22/05,FWD,0.0057,,
2/23/05,FWD,0.0082,,
2/24/05,FWD,0.0094,,
2/25/05,FWD,-0.0064,,
2/28/05,FWD,0.0057,,
3/1/05,FWD,0.0001,,
3/2/05,FWD,0.0003,,
3/3/05,FWD,0.0096,,
3/4/05,FWD,0.0026,,
3/7/05,FWD,-0.0047,,
3/8/05,FWD,-0.0101,,
3/9/05,FWD,0.0019,,
3/10/05,FWD,-0.0073,,
3/11/05,FWD,0.0057,,
3/14/05,FWD,-0.0075,,
3/15/05,FWD,-0.008,,
3/16/05,FWD,0.0018,,
3/17/05,FWD,-0.0005,,
3/18/05,FWD,-0.0049,,
3/21/05,FWD,-0.0102,,
3/22/05,FWD,0.0007,,
3/23/05,FWD,-0.0009,,
3/24/05,FWD,0.0024,,
3/28/05,FWD,-0.0074,,
3/29/05,FWD,0.0139,,
3/30/05,FWD,-0.0007,,
3/31/05,FWD,-0.0065,,
4/1/05,FWD,0.0028,,
4/4/05,FWD,0.0045,,
4/5/05,FWD,0.0025,,
4/6/05,FWD,0.006,,
4/7/05,FWD,-0.0083,,
4/8/05,FWD,0,,
4/11/05,FWD,0.0056,,
4/12/05,FWD,-0.0117,,
4/13/05,FWD,-0.01,,
4/14/05,FWD,-0.0167,,
4/15/05,FWD,0.0029,,
4/18/05,FWD,0.0059,,
4/19/05,FWD,-0.0132,,
4/20/05,FWD,0.0197,,
4/21/05,FWD,-0.0067,,
4/22/05,FWD,0.0087,,
4/25/05,FWD,-0.0089,,
4/26/05,FWD,0.0041,,
4/27/05,FWD,-0.0111,,
4/28/05,FWD,0.0119,,
4/29/05,FWD,0.0046,,
5/2/05,FWD,-0.0009,,
5/3/05,FWD,0.0127,,
5/4/05,FWD,-0.0025,,
5/5/05,FWD,-0.001,,
5/6/05,FWD,0.0064,,
5/9/05,FWD,-0.0107,,
5/10/05,FWD,0.0047,,
5/11/05,FWD,-0.0099,,
5/12/05,FWD,-0.0045,,
5/13/05,FWD,0.0102,,
5/16/05,FWD,0.0071,,
5/17/05,FWD,0.0102,,
5/18/05,FWD,0.0047,,
5/19/05,FWD,-0.0015,,
5/20/05,FWD,0.0039,,
5/23/05,FWD,0.0002,,
5/24/05,FWD,-0.0034,,
5/25/05,FWD,0.0065,,
5/26/05,FWD,0.0011,,
5/27/05,FWD,-0.0061,,
5/31/05,FWD,0.0094,,
6/1/05,FWD,0.0017,,
6/2/05,FWD,-0.0069,,
6/3/05,FWD,0.0013,,
6/6/05,FWD,-0.0001,,
6/7/05,FWD,-0.002,,
6/8/05,FWD,0.0053,,
6/9/05,FWD,-0.0023,,
6/10/05,FWD,0.0025,,
6/13/05,FWD,0.0026,,
6/14/05,FWD,0.0022,,
6/15/05,FWD,0.0036,,
6/16/05,FWD,0.005,,
6/17/05,FWD,-0.0007,,
6/20/05,FWD,-0.002,,
6/21/05,FWD,0.0002,,
6/22/05,FWD,-0.0106,,
6/23/05,FWD,-0.0076,,
6/24/05,FWD,-0.0007,,
6/27/05,FWD,0.0093,,
6/28/05,FWD,-0.0013,,
6/29/05,FWD,-0.0071,,
6/30/05,FWD,0.0027,,
7/1/05,FWD,0.0088,,
7/5/05,FWD,-0.0081,,
7/6/05,FWD,0.0025,,
7/7/05,FWD,0.0117,,
7/8/05,FWD,0.0063,,
7/11/05,FWD,0.0023,,
7/12/05,FWD,0.001,,
7/13/05,FWD,0.0026,,
7/14/05,FWD,0.0012,,
7/15/05,FWD,-0.0055,,
7/18/05,FWD,0.0067,,
7/19/05,FWD,0.0049,,
7/20/05,FWD,-0.0066,,
7/21/05,FWD,0.0054,,
7/22/05,FWD,-0.0038,,
7/25/05,FWD,0.0017,,
7/26/05,FWD,0.0047,,
7/27/05,FWD,0.0059,,
7/28/05,FWD,-0.0076,,
7/29/05,FWD,0.001,,
8/1/05,FWD,0.0071,,
8/2/05,FWD,0.001,,
8/3/05,FWD,-0.0074,,
8/4/05,FWD,-0.0076,,
8/5/05,FWD,-0.0026,,
8/8/05,FWD,0.0068,,
8/9/05,FWD,-0.0014,,
8/10/05,FWD,0.0072,,
8/11/05,FWD,-0.006,,
8/12/05,FWD,0.003,,
8/15/05,FWD,-0.0118,,
8/16/05,FWD,0.001,,
8/17/05,FWD,-0.0009,,
8/18/05,FWD,0.0007,,
8/19/05,FWD,0.0017,,
8/22/05,FWD,-0.0034,,
8/23/05,FWD,-0.0065,,
8/24/05,FWD,0.0023,,
8/25/05,FWD,-0.006,,
8/26/05,FWD,0.0061,,
8/29/05,FWD,-0.0031,,
8/30/05,FWD,0.0102,,
8/31/05,FWD,0.001,,
9/1/05,FWD,-0.0029,,
9/2/05,FWD,0.0127,,
9/6/05,FWD,0.0026,,
9/7/05,FWD,-0.0038,,
9/8/05,FWD,0.008,,
9/9/05,FWD,-0.0007,,
9/12/05,FWD,-0.0073,,
9/13/05,FWD,-0.0033,,
9/14/05,FWD,0.0005,,
9/15/05,FWD,0.0083,,
9/16/05,FWD,-0.0056,,
9/19/05,FWD,-0.0079,,
9/20/05,FWD,-0.0091,,
9/21/05,FWD,0.0039,,
9/22/05,FWD,0.0005,,
9/23/05,FWD,0.0003,,
9/26/05,FWD,0,,
9/27/05,FWD,0.0012,,
9/28/05,FWD,0.0089,,
9/29/05,FWD,0.0009,,
9/30/05,FWD,-0.0017,,
10/3/05,FWD,-0.0099,,
10/4/05,FWD,-0.0145,,
10/5/05,FWD,-0.0041,,
10/6/05,FWD,0.0037,,
10/7/05,FWD,-0.0072,,
10/10/05,FWD,-0.002,,
10/11/05,FWD,-0.006,,
10/12/05,FWD,-0.0007,,
10/13/05,FWD,0.0083,,
10/14/05,FWD,0.003,,
10/17/05,FWD,-0.01,,
10/18/05,FWD,0.015,,
10/19/05,FWD,-0.015,,
10/20/05,FWD,0.0015,,
10/21/05,FWD,0.0168,,
10/24/05,FWD,-0.0024,,
10/25/05,FWD,-0.0043,,
10/26/05,FWD,-0.0103,,
10/27/05,FWD,0.0166,,
10/28/05,FWD,0.0072,,
10/31/05,FWD,-0.0035,,
11/1/05,FWD,0.0101,,
11/2/05,FWD,0.0046,,
11/3/05,FWD,0.0002,,
11/4/05,FWD,0.0022,,
11/7/05,FWD,-0.003,,
11/8/05,FWD,0.0017,,
11/9/05,FWD,0.0086,,
11/10/05,FWD,0.003,,
11/11/05,FWD,-0.0007,,
11/14/05,FWD,-0.0037,,
11/15/05,FWD,0.002,,
11/16/05,FWD,0.0094,,
11/17/05,FWD,0.0045,,
11/18/05,FWD,0.0053,,
11/21/05,FWD,0.0051,,
11/22/05,FWD,0.0035,,
11/23/05,FWD,0.0021,,
11/25/05,FWD,-0.0084,,
11/28/05,FWD,0.0002,,
11/29/05,FWD,-0.006,,
11/30/05,FWD,0.0122,,
12/1/05,FWD,0.0003,,
12/2/05,FWD,-0.0023,,
12/5/05,FWD,0.0013,,
12/6/05,FWD,-0.0048,,
12/7/05,FWD,-0.0011,,
12/8/05,FWD,0.0028,,
12/9/05,FWD,0.0009,,
12/12/05,FWD,0.0056,,
12/13/05,FWD,0.0042,,
12/14/05,FWD,-0.0013,,
12/15/05,FWD,-0.0028,,
12/16/05,FWD,-0.0058,,
12/19/05,FWD,-0.0002,,
12/20/05,FWD,0.0025,,
12/21/05,FWD,0.0045,,
12/22/05,FWD,0.0006,,
12/23/05,FWD,-0.0096,,
12/27/05,FWD,0.0015,,
12/28/05,FWD,-0.0029,,
12/29/05,FWD,-0.0049,,
12/30/05,FWD,0.0164,,
1/3/06,FWD,0.0039,,
1/4/06,FWD,0,,
1/5/06,FWD,0.0096,,
1/6/06,FWD,0.0037,,
1/9/06,FWD,-0.0003,,
1/10/06,FWD,0.0036,,
1/11/06,FWD,-0.0063,,
1/12/06,FWD,0.0012,,
1/13/06,FWD,-0.0036,,
1/17/06,FWD,-0.0038,,
1/18/06,FWD,0.0056,,
1/19/06,FWD,-0.0183,,
1/20/06,FWD,0.0019,,
1/23/06,FWD,0.0024,,
1/24/06,FWD,-0.0017,,
1/25/06,FWD,0.0073,,
1/26/06,FWD,0.0079,,
1/27/06,FWD,0.0012,,
1/30/06,FWD,-0.004,,
1/31/06,FWD,0.002,,
2/1/06,FWD,-0.0088,,
2/2/06,FWD,-0.0053,,
2/3/06,FWD,0.0008,,
2/6/06,FWD,-0.0081,,
2/7/06,FWD,0.0091,,
2/8/06,FWD,-0.0014,,
2/9/06,FWD,0.0026,,
2/10/06,FWD,-0.0031,,
2/13/06,FWD,0.0102,,
2/14/06,FWD,0.0037,,
2/15/06,FWD,0.0074,,
2/16/06,FWD,-0.0017,,
2/17/06,FWD,-0.0033,,
2/21/06,FWD,0.0076,,
2/22/06,FWD,-0.0035,,
2/23/06,FWD,0.0014,,
2/24/06,FWD,0.0038,,
2/27/06,FWD,-0.0104,,
2/28/06,FWD,0.0085,,
3/1/06,FWD,-0.0016,,
3/2/06,FWD,-0.0015,,
3/3/06,FWD,-0.0069,,
3/6/06,FWD,-0.0018,,
3/7/06,FWD,0.0023,,
3/8/06,FWD,-0.0049,,
3/9/06,FWD,0.0074,,
3/10/06,FWD,0.0023,,
3/13/06,FWD,0.0104,,
3/14/06,FWD,0.0043,,
3/15/06,FWD,0.0018,,
3/16/06,FWD,0.0015,,
3/17/06,FWD,-0.0017,,
3/20/06,FWD,-0.006,,
3/21/06,FWD,0.006,,
3/22/06,FWD,-0.0026,,
3/23/06,FWD,0.001,,
3/24/06,FWD,-0.001,,
3/27/06,FWD,-0.0064,,
3/28/06,FWD,0.0077,,
3/29/06,FWD,-0.002,,
3/30/06,FWD,-0.0042,,
3/31/06,FWD,0.0023,,
4/3/06,FWD,0.0064,,
4/4/06,FWD,0.0044,,
4/5/06,FWD,-0.0017,,
4/6/06,FWD,-0.0103,,
4/7/06,FWD,0.0009,,
4/10/06,FWD,-0.0076,,
4/11/06,FWD,0.0012,,
4/12/06,FWD,0.0008,,
4/13/06,FWD,-0.0029,,
4/17/06,FWD,0.0174,,
4/18/06,FWD,0.0018,,
4/19/06,FWD,0.0012,,
4/20/06,FWD,-0.0001,,
4/21/06,FWD,-0.0024,,
4/24/06,FWD,-0.0049,,
4/25/06,FWD,0.0029,,
4/26/06,FWD,0.0036,,
4/27/06,FWD,0.0007,,
4/28/06,FWD,-0.0041,,
5/1/06,FWD,0.0061,,
5/2/06,FWD,-0.0039,,
5/3/06,FWD,0.0034,,
5/4/06,FWD,0.0103,,
5/5/06,FWD,-0.0007,,
5/8/06,FWD,0.0004,,
5/9/06,FWD,-0.0013,,
5/10/06,FWD,-0.0126,,
5/11/06,FWD,-0.0112,,
