period,train_samples,test_samples,in_sample_r2,out_of_sample_r2,backtest_sharpe,backtest_return,max_drawdown,win_rate
2018-11-11 to 2025-10-16,1877,655,0.9649842249587439,-0.13470198061765037,6.594178832168791,207.64280313194573,-14.79455729736836,67.17557251908397
