feature,importance
BRL_mom_x_vix,0.11950230329672722
GBP_ma_50,0.07434388074824926
GBP_mom_x_vix,0.06770858316489395
GBP_price_vs_ma200,0.04188017145616217
MXN_dxy_beta,0.03693769481984675
CAD_carry_rank,0.03414108182486361
CAD_downside_vol,0.03155174096092987
GBP_ma_20,0.025296274810290342
MXN_vol_126d,0.02133999705131053
GBP_mom_3m,0.01542588348775022
MXN_ma_50,0.014513236169176966
MXN_mom_3m,0.014405888805481954
CHF_dxy_beta,0.014135736624224063
EUR_ma_200,0.012944949113385054
GBP_mom_12m,0.01269928089051822
JPY_vol_of_vol,0.010214721461401375
BRL_vol_ratio,0.009297093221149072
GBP_downside_vol,0.008506423418708605
AUD_mom_12m_vol_adj,0.008073483817263126
BRL_dxy_beta,0.007974693482749413
GBP_ma_200,0.00677994787783136
JPY_ma_50,0.006571311761245116
CHF_carry_x_mom,0.006442698071772677
CHF_downside_vol,0.006314591421925524
GBP_mom_1m,0.006108750827602468
EUR_mom_x_vix,0.005579106046206346
JPY_mom_3m,0.005241667842943769
CHF_ma_50,0.005129479598714903
AUD_ma_200,0.0050636401338982305
AUD_vol_of_vol,0.004989035686918403
JPY_price_vs_ma200,0.004638865603278558
EUR_carry_x_mom,0.00456097342807727
CHF_mom_12m,0.0044844059965772525
AUD_mom_12m,0.004480361447761126
CAD_rate_diff,0.0043599658648399405
BRL_mom_3m,0.004330989312312984
GBP_carry_x_mom,0.004116814413760398
JPY_ma_20,0.004043852111564763
CAD_mom_6m,0.003994530724303746
equity_vol_21d,0.003984187162911771
GBP_rsi,0.003947971715338488
MXN_vol_21d,0.003750860325654243
AUD_vol_ratio,0.0037214875954481716
CAD_mom_6m_vol_adj,0.0037132672658043925
JPY_dxy_beta,0.003686095254126399
JPY_mom_x_vix,0.0035972943490207108
GBP_vol_21d,0.003590218905568192
GBP_mom_6m,0.003508154060182075
AUD_price_vs_ma200,0.003451298802515163
EUR_ma_50,0.0034496063314197645
JPY_mom_1m,0.0034409607378796453
CHF_mom_x_vix,0.003440135527744242
JPY_vol_63d,0.0034226960240191545
EUR_mom_12_1,0.0033739059221971194
AUD_mom_x_vix,0.003308855705053937
MXN_price_vs_ma200,0.0032957054000232826
EUR_carry_zscore,0.003289542446022482
GBP_vol_ratio,0.0032644359985303574
BRL_vol_21d,0.0032582335497026898
CHF_mom_12m_vol_adj,0.0032545394608382854
JPY_downside_vol,0.0031986641924617756
equity_ret_21d,0.0031575941481722927
JPY_carry_x_mom,0.0031189353709332244
EUR_vol_126d,0.002943491499764618
BRL_ma_20,0.0029049488554848263
GBP_dxy_beta,0.0028988801040191864
EUR_mom_12m_vol_adj,0.00282921367103849
CAD_ma_200,0.0028099857833089026
BRL_mom_12m_vol_adj,0.0027993130875852514
CHF_carry_zscore,0.0027949583022377944
GBP_mom_1m_vol_adj,0.002773416117757477
JPY_vol_126d,0.002663653805694741
MXN_downside_vol,0.0026635413034352233
EUR_carry_rank,0.0026488525544298507
JPY_mom_12m_vol_adj,0.002639074756499139
EUR_mom_12m,0.0026339614454759064
AUD_rsi,0.0025930022347940168
BRL_ma_200,0.002578803741850853
GBP_carry_x_vol,0.0025673593312716585
CAD_carry_zscore,0.0025109104925545183
BRL_rsi,0.002469935726779472
GBP_mom_6m_vol_adj,0.002460692383292851
GBP_carry_rank,0.002314530119166295
BRL_carry_x_vol,0.0022963092777838878
MXN_ma_200,0.0022599632805069183
AUD_ma_50,0.0022471365475666624
JPY_carry_zscore,0.0022291915519130315
MXN_ma_20,0.002226446932088376
dxy_ret_6m,0.002223303818232996
MXN_carry_x_mom,0.0022149412298494743
GBP_mom_12m_vol_adj,0.002214558838999393
GBP_vol_126d,0.002200655596543944
EUR_mom_6m_vol_adj,0.0021348556977206622
BRL_mom_6m,0.0021284863940787945
CHF_vol_ratio,0.0021219861868941774
CAD_carry_x_mom,0.0021103576474010423
EUR_mom_6m,0.0020468902530340455
term_spread,0.0020290794687575484
BRL_mom_1m_vol_adj,0.0019993489147117536
JPY_vol_ratio,0.0019898628423624374
GBP_vol_63d,0.0019693022866461786
AUD_vol_21d,0.0019633945742785707
AUD_mom_3m_vol_adj,0.0019606452678390296
EUR_dxy_beta,0.001960395410635317
CAD_vol_of_vol,0.0019532678901415562
CAD_ma_50,0.0019440236883687008
AUD_carry_x_mom,0.001942115934550519
JPY_mom_12_1,0.0019096729428540575
GBP_mom_3m_vol_adj,0.0018989552012572788
BRL_mom_12_1,0.0018757467462802379
BRL_vol_of_vol,0.0018737038388587175
JPY_carry_x_vol,0.0018629342217372496
credit_spread,0.0018573320987079057
GBP_vol_of_vol,0.0018549050392830965
EUR_vol_63d,0.0018257684334153298
CAD_vol_21d,0.0018236987923403649
MXN_vol_of_vol,0.001808574445173769
CHF_vol_63d,0.0018040985005160141
AUD_ma_20,0.0017915018427284409
EUR_downside_vol,0.0017894365275702533
MXN_vol_63d,0.0017806666058529288
JPY_vol_21d,0.0017595906845876434
equity_drawdown,0.001756676264863627
CHF_carry_x_vol,0.0017458043668555764
AUD_carry_x_vol,0.0017406139574491436
MXN_mom_6m,0.0017280268461372901
CAD_ma_20,0.0016814524774996463
BRL_price_vs_ma200,0.001671097617147752
JPY_mom_6m,0.0016479790630001257
BRL_carry_rank,0.0016383103339554425
CHF_rsi,0.0015772612918930054
EUR_carry_x_vol,0.0015629922328181402
MXN_mom_3m_vol_adj,0.0015624270471923986
MXN_vol_ratio,0.0015529719081626646
BRL_mom_3m_vol_adj,0.0015504692682297221
