feature,importance
CAD_ma_20,0.14955790201434382
CAD_downside_vol,0.08939996637871346
CAD_carry_x_vol,0.04935151657058432
MXN_mom_12m,0.026371595921370505
CAD_vol_63d,0.02584032905910991
MXN_dxy_beta,0.022995571356426152
AUD_mom_6m_vol_adj,0.022814780106266988
AUD_vol_ratio,0.022660293153171012
MXN_ma_20,0.019687302008658283
MXN_ma_50,0.017117200527712782
BRL_mom_x_vix,0.0137703131743087
GBP_mom_6m,0.013064464166877435
JPY_ma_20,0.011619162204563733
BRL_vol_ratio,0.010085761955218727
credit_spread,0.009725184852185159
JPY_ma_200,0.009587334131443477
BRL_ma_200,0.008899190509288417
CAD_price_vs_ma200,0.008579593992338527
AUD_mom_6m,0.00835081753953587
BRL_downside_vol,0.00825983472601541
MXN_ma_200,0.008255956645805859
AUD_ma_50,0.008215559575703737
BRL_vol_126d,0.0075165489935380735
AUD_vol_63d,0.007509590648938795
CAD_ma_50,0.007309236907598973
JPY_vol_21d,0.00697602600487064
AUD_mom_3m,0.006919747520796672
BRL_vol_63d,0.006714313235504911
JPY_dxy_beta,0.006681302716570035
CAD_vol_126d,0.006620975422237409
AUD_vol_of_vol,0.006334446566366596
BRL_vol_of_vol,0.006261236253269426
AUD_price_vs_ma200,0.006160658426988262
CAD_dxy_beta,0.0060555952493256335
gdp_growth,0.006028611210727545
GBP_vol_126d,0.005869513155992237
AUD_rate_diff,0.00578717493517789
vix,0.005528274783808606
inflation,0.005514496808051873
AUD_carry_x_vol,0.005483532288413459
MXN_mom_12m_vol_adj,0.005362195752854634
BRL_ma_50,0.005038530816479867
EUR_ma_200,0.004898238078287955
CAD_ma_200,0.004771494097676691
EUR_mom_1m_vol_adj,0.004696745891437008
AUD_ma_20,0.0046261316614221604
GBP_ma_200,0.004607507465075233
GBP_rsi,0.004559019266158214
GBP_ma_50,0.004387765603642766
CHF_mom_12m_vol_adj,0.004372949562643627
CAD_mom_12_1,0.0043531509339364465
MXN_mom_1m_vol_adj,0.004272963472209778
CHF_mom_6m_vol_adj,0.004147607388721692
JPY_carry_zscore,0.004044464010181412
GBP_ma_20,0.0036181240706794657
JPY_mom_12m_vol_adj,0.003562870312803916
BRL_mom_12m_vol_adj,0.00354355132344841
EUR_ma_50,0.0034915359123933046
AUD_mom_3m_vol_adj,0.0034890791991178333
AUD_mom_1m,0.0034576414147857865
CHF_carry_zscore,0.0034009797415592586
CHF_mom_6m,0.0033110528605089545
CHF_dxy_beta,0.0032560170964286155
CAD_vol_21d,0.0032106604877781
MXN_price_vs_ma200,0.0031735113461352693
MXN_carry_x_mom,0.003122342768149299
CAD_mom_6m,0.003113836443194877
MXN_mom_1m,0.0030271109075408146
EUR_carry_x_vol,0.002978719787175148
EUR_carry_x_mom,0.002931764924611126
BRL_vol_21d,0.002915360776218706
BRL_ma_20,0.002894418498159837
JPY_mom_1m,0.002860922837465884
CAD_mom_6m_vol_adj,0.0028358135522046973
GBP_mom_3m,0.002807251357382193
CHF_carry_x_vol,0.0027849906380776413
BRL_mom_6m_vol_adj,0.002632630033412462
AUD_mom_x_vix,0.0026164426873980127
JPY_rate_diff,0.00259361637312682
BRL_carry_x_vol,0.002593083948315042
MXN_vol_21d,0.002557777085661142
CHF_downside_vol,0.0024435137092337525
MXN_downside_vol,0.002427527535655542
CAD_carry_x_mom,0.0023932553614710726
AUD_downside_vol,0.0023804568507428997
MXN_mom_6m,0.0023550712562761173
JPY_vol_ratio,0.002275057508898242
AUD_mom_1m_vol_adj,0.0022708307365241942
EUR_mom_12_1,0.0022069447592952094
GBP_vol_21d,0.002171760499704653
CHF_mom_12m,0.0021672810828436413
GBP_carry_x_mom,0.0021193623828758535
MXN_vol_ratio,0.0020880588455823874
CHF_rate_diff,0.0020500199160118954
MXN_vol_126d,0.0020462095796144877
AUD_carry_zscore,0.002026382949687669
CHF_carry_rank,0.001963774879671226
BRL_mom_6m,0.001963675557446935
CAD_mom_1m,0.0019391212128418997
BRL_carry_x_mom,0.0018821713536368203
CHF_vol_63d,0.0018731331684743065
JPY_carry_rank,0.001861458842541534
AUD_mom_12m,0.0018514892022126958
AUD_rsi,0.0018356577966044854
JPY_downside_vol,0.0018099085483477197
AUD_dxy_beta,0.0018080684745204148
CHF_ma_20,0.0018068983425737963
equity_vol_21d,0.001802557369677218
MXN_vol_63d,0.0017685877792108992
MXN_mom_x_vix,0.001761349250518269
GBP_dxy_beta,0.0017433095700795556
GBP_vol_ratio,0.001700090038278339
unemployment,0.0016934408563560645
GBP_vol_63d,0.0016865926754449406
EUR_mom_1m,0.0016332625564789798
JPY_rsi,0.001601528942015922
AUD_vol_21d,0.0015832130948652495
CHF_vol_126d,0.0015715413093865904
BRL_mom_3m_vol_adj,0.0015648472468572942
JPY_mom_3m,0.0015328790873501239
CAD_carry_zscore,0.0015315789356480382
CHF_rsi,0.0014989993324382364
CHF_ma_50,0.0014982207289455276
dxy_ret_1m,0.001497955519655766
JPY_mom_12_1,0.0014001998904030043
BRL_dxy_beta,0.0013974848075127182
CAD_rate_diff,0.0013968796781212885
term_spread,0.0013939745791727814
JPY_ma_50,0.0013909241902061661
MXN_ma_cross,0.0013740417939877207
CHF_mom_3m_vol_adj,0.001354753791997625
BRL_price_vs_ma200,0.0013253779030054813
JPY_vol_of_vol,0.0013173700123563655
CHF_mom_1m,0.0013116813032156263
GBP_mom_1m,0.0012946941022413546
GBP_mom_x_vix,0.001279736411441504
CHF_vol_21d,0.0012731112540650125
vix_zscore,0.0012421656643834065
CAD_carry_rank,0.0012366268081537826
